# IRC section -> PDF page -> title | Source: IRC PDF, Release Point 119-102 (Aug 2026), 7,171 pages | Regenerate: pdftotext + regex ^§(sec)\. per page
1358	4130	Allocation of credits, income, and deductions
1359	4131	Disposition of qualifying vessels
1361	4132	S corporation defined
1362	4145	Election; revocation; termination
1363	4152	Effect of election on corporation
1366	4155	Pass-thru of items to shareholders
1367	4159	Adjustments to basis of stock of shareholders, etc.
1368	4162	Distributions
1371	4165	Coordination with subchapter C
1372	4168	Partnership rules to apply for fringe benefit purposes
1373	4169	Foreign income
1374	4169	Tax imposed on certain built-in gains
1375	4175	Tax imposed when passive investment income of corporation having
1377	4178	Definitions and special rule
1378	4180	Taxable year of S corporation
1379	4181	Transitional rules on enactment
1381	4183	Organizations to which part applies
1382	4184	Taxable income of cooperatives
1383	4187	Computation of tax where cooperative redeems nonqualified written
1385	4188	Amounts includible in patron's gross income
1388	4190	Definitions; special rules
1391	4196	Designation procedure
1392	4202	Eligibility criteria
1393	4204	Definitions and special rules
1394	4205	Tax-exempt enterprise zone facility bonds
1396	4211	Empowerment zone employment credit
1397	4213	Other definitions and special rules
1397A	4214	Increase in expensing under section 179
1397B	4215	Nonrecognition of gain on rollover of empowerment zone investments
1397C	4217	Enterprise zone business defined
1397D	4220	Qualified zone property defined
1397F	4222	Regulations
1398	4222	Rules relating to individuals' title 11 cases
1399	4227	No separate taxable entities for partnerships, corporations, etc.
1401	4239	Rate of tax
1402	4253	Definitions
1403	4277	Miscellaneous provisions
1411	4277	Imposition of tax
1441	4280	Withholding of tax on nonresident aliens
1442	4286	Withholding of tax on foreign corporations
1443	4289	Foreign tax-exempt organizations
1444	4290	Withholding on Virgin Islands source income
1445	4290	Withholding of tax on dispositions of United States real property interests
1446	4298	Withholding of tax on foreign partners' share of effectively connected
1461	4301	Liability for withheld tax
1462	4302	Withheld tax as credit to recipient of income
1463	4302	Tax paid by recipient of income
1464	4303	Refunds and credits with respect to withheld tax
1471	4303	Withholdable payments to foreign financial institutions
1472	4308	Withholdable payments to other foreign entities
1473	4309	Definitions
1474	4310	Special rules
1501	4312	Privilege to file consolidated returns
1502	4312	Regulations
1503	4314	Computation and payment of tax
1504	4320	Definitions
1505	4329	Cross references
1552	4330	Earnings and profits
1561	4331	Limitation on accumulated earnings credit in the case of certain
1563	4335	Definitions and special rules
2001	4343	Imposition and rate of tax
2002	4349	Liability for payment
2010	4350	Unified credit against estate tax
2012	4354	Credit for gift tax
2013	4356	Credit for tax on prior transfers
2014	4358	Credit for foreign death taxes
2015	4361	Credit for death taxes on remainders
2016	4361	Recovery of taxes claimed as credit
2031	4363	Definition of gross estate
2032	4367	Alternate valuation
2032A	4369	Valuation of certain farm, etc., real property
2033	4383	Property in which the decedent had an interest
2034	4384	Dower or curtesy interests
2035	4384	Adjustments for certain gifts made within 3 years of decedent's death
2036	4386	Transfers with retained life estate
2037	4389	Transfers taking effect at death
2038	4390	Revocable transfers
2039	4391	Annuities
2040	4395	Joint interests
2041	4397	Powers of appointment
2042	4399	Proceeds of life insurance
2043	4399	Transfers for insufficient consideration
2044	4400	Certain property for which marital deduction was previously allowed
2045	4401	Prior interests
2046	4401	Disclaimers
2051	4402	Definition of taxable estate
2053	4403	Expenses, indebtedness, and taxes
2054	4406	Losses
2055	4407	Transfers for public, charitable, and religious uses
2056	4417	Bequests, etc., to surviving spouse
2056A	4426	Qualified domestic trust
2058	4432	State death taxes
2101	4433	Tax imposed
2102	4434	Credits against tax
2103	4436	Definition of gross estate
2104	4436	Property within the United States
2105	4438	Property without the United States
2106	4440	Taxable estate
2107	4444	Expatriation to avoid tax
2108	4447	Application of pre-1967 estate tax provisions
2201	4449	Combat zone-related deaths of members of the Armed Forces, deaths of
2203	4451	Definition of executor
2204	4451	Discharge of fiduciary from personal liability
2205	4453	Reimbursement out of estate
2206	4453	Liability of life insurance beneficiaries
2207	4454	Liability of recipient of property over which decedent had power of
2207A	4454	Right of recovery in the case of certain marital deduction property
2207B	4455	Right of recovery where decedent retained interest
2208	4457	Certain residents of possessions considered citizens of the United States
2209	4457	Certain residents of possessions considered nonresidents not citizens of
2501	4458	Imposition of tax
2502	4462	Rate of tax
2503	4464	Taxable gifts
2504	4467	Taxable gifts for preceding calendar periods
2505	4469	Unified credit against gift tax
2511	4472	Transfers in general
2512	4473	Valuation of gifts
2513	4473	Gift by husband or wife to third party
2514	4475	Powers of appointment
2515	4476	Treatment of generation-skipping transfer tax
2516	4477	Certain property settlements
2518	4478	Disclaimers
2519	4479	Dispositions of certain life estates
2522	4480	Charitable and similar gifts
2523	4486	Gift to spouse
2524	4491	Extent of deductions
2601	4492	Tax imposed
2602	4494	Amount of tax
2603	4495	Liability for tax
2611	4496	Generation-skipping transfer defined
2612	4497	Taxable termination; taxable distribution; direct skip
2613	4499	Skip person and non-skip person defined
2621	4501	Taxable amount in case of taxable distribution
2622	4501	Taxable amount in case of taxable termination
2623	4502	Taxable amount in case of direct skip
2624	4502	Valuation
2631	4503	GST exemption
2632	4504	Special rules for allocation of GST exemption
2641	4507	Applicable rate
2642	4508	Inclusion ratio
2651	4515	Generation assignment
2652	4517	Other definitions
2653	4519	Taxation of multiple skips
2654	4519	Special rules
2661	4521	Administration
2662	4522	Return requirements
2663	4522	Regulations
2701	4523	Special valuation rules in case of transfers of certain interests in
2702	4531	Special valuation rules in case of transfers of interests in trusts
2703	4532	Certain rights and restrictions disregarded
2704	4533	Treatment of certain lapsing rights and restrictions
2801	4535	Imposition of tax
3101	4537	Rate of tax
3102	4542	Deduction of tax from wages
3111	4546	Rate of tax
3112	4562	Instrumentalities of the United States
3121	4563	Definitions
3122	4616	Federal service
3123	4620	Deductions as constructive payments
3124	4620	Estimate of revenue reduction
3125	4620	Returns in the case of governmental employees in States, Guam,
3126	4623	Return and payment by governmental employer
3127	4623	Exemption for employers and their employees where both are members of
3128	4625	Short title
3131	4626	Credit for paid sick leave
3132	4631	Payroll credit for paid family leave
3133	4636	Special rule related to tax on employers
3134	4636	Employee retention credit for employers subject to closure due to
3201	4644	Rate of tax
3202	4648	Deduction of tax from compensation
3211	4652	Rate of tax
3212	4655	Determination of compensation
3221	4655	Rate of tax
3231	4661	Definitions
3232	4672	Court jurisdiction
3233	4673	Short title
3241	4673	Determination of tier 2 tax rate based on average account benefits ratio
3301	4674	Rate of tax
3302	4677	Credits against tax
3303	4688	Conditions of additional credit allowance
3304	4692	Approval of State laws
3305	4748	Applicability of State law
3306	4751	Definitions
3307	4772	Deductions as constructive payments
3308	4772	Instrumentalities of the United States
3309	4773	State law coverage of services performed for nonprofit organizations or
3310	4776	Judicial review
3311	4777	Short title
3321	4778	Imposition of tax
3322	4779	Definitions
3401	4781	Definitions
3402	4791	Income tax collected at source
3403	4813	Liability for tax
3404	4814	Return and payment by governmental employer
3405	4814	Special rules for pensions, annuities, and certain other deferred income
3406	4820	Backup withholding
3501	4832	Collection and payment of taxes
3502	4832	Nondeductibility of taxes in computing taxable income
3503	4832	Erroneous payments
3504	4833	Acts to be performed by agents
3505	4833	Liability of third parties paying or providing for wages
3506	4834	Individuals providing companion sitting placement services
3508	4835	Treatment of real estate agents and direct sellers
3509	4836	Determination of employer's liability for certain employment taxes
3510	4837	Coordination of collection of domestic service employment taxes with
3511	4839	Certified professional employer organizations
3512	4841	Treatment of certain persons as employers with respect to motion picture
4041	4850	Imposition of tax
4042	4870	Tax on fuel used in commercial transportation on inland waterways
4043	4873	Surtax on fuel used in aircraft part of a fractional ownership program
4051	4876	Imposition of tax on heavy trucks and trailers sold at retail
4052	4879	Definitions and special rules
4053	4882	Exemptions
4064	4886	Gas guzzler tax
4071	4889	Imposition of tax
4072	4893	Definitions
4073	4895	Exemptions
4081	4896	Imposition of tax
4082	4914	Exemptions for diesel fuel and kerosene
4083	4919	Definitions; special rule; administrative authority
4084	4922	Cross references
4101	4924	Registration and bond
4102	4929	Inspection of records by local officers
4103	4929	Certain additional persons liable for tax where willful failure to pay
4104	4930	Information reporting for persons claiming certain tax benefits
4105	4930	Two-party exchanges
4121	4931	Imposition of tax
4131	4936	Imposition of tax
4132	4938	Definitions and special rules
4161	4942	Imposition of tax
4162	4946	Definitions; treatment of certain resales
4181	4949	Imposition of tax
4182	4949	Exemptions
4216	4951	Definition of price
4217	4957	Leases
4218	4959	Use by manufacturer or importer considered sale
4219	4961	Application of tax in case of sales by other than manufacturer or importer
4221	4962	Certain tax-free sales
4222	4970	Registration
4223	4973	Special rules relating to further manufacture
4225	4974	Exemption of articles manufactured or produced by Indians
4227	4975	Cross reference
4251	4977	Imposition of tax
4252	4982	Definitions
4253	4984	Exemptions
4254	4988	Computation of tax
4261	4990	Imposition of tax
4262	5001	Definition of taxable transportation
4263	5004	Special rules
4271	5006	Imposition of tax
4272	5010	Definition of taxable transportation, etc.
4281	5011	Small aircraft on nonestablished lines
4282	5012	Transportation by air for other members of affiliated group
4291	5014	Cases where persons receiving payment must collect tax
4293	5015	Exemption for United States and possessions
4371	5020	Imposition of tax
4372	5021	Definitions
4373	5022	Exemptions
4374	5023	Liability for tax
4375	5024	Health insurance
4376	5025	Self-insured health plans
4377	5026	Definitions and special rules
4401	5027	Imposition of tax
4402	5028	Exemptions
4403	5030	Record requirements
4404	5030	Territorial extent
4405	5030	Cross references
4411	5030	Imposition of tax
4412	5031	Registration
4413	5032	Certain provisions made applicable
4414	5032	Cross references
4421	5032	Definitions
4422	5033	Applicability of Federal and State laws
4423	5033	Inspection of books
4424	5033	Disclosure of wagering tax information
4461	5035	Imposition of tax
4462	5036	Definitions and special rules
4471	5041	Imposition of tax
4472	5041	Definitions
4475	5042	Imposition of tax
4481	5044	Imposition of tax
4482	5049	Definitions
4483	5051	Exemptions
4484	5056	Cross references
4501	5057	Repurchase of corporate stock
4611	5063	Imposition of tax
4612	5067	Definitions and special rules
4661	5071	Imposition of tax
4662	5073	Definitions and special rules
4671	5081	Imposition of tax
4672	5082	Definitions and special rules
4681	5085	Imposition of tax
4682	5086	Definitions and special rules
4701	5093	Tax on issuer of registration-required obligation not in registered form
4901	5095	Payment of tax
4902	5096	Liability of partners
4903	5096	Liability in case of business in more than one location
4904	5096	Liability in case of different businesses of same ownership and location
4905	5096	Liability in case of death or change of location
4906	5097	Application of State laws
4907	5097	Federal agencies or instrumentalities
4911	5099	Tax on excess expenditures to influence legislation
4912	5103	Tax on disqualifying lobbying expenditures of certain organizations
4940	5105	Excise tax based on investment income
4941	5112	Taxes on self-dealing
4942	5117	Taxes on failure to distribute income
4943	5125	Taxes on excess business holdings
4944	5134	Taxes on investments which jeopardize charitable purpose
4945	5136	Taxes on taxable expenditures
4946	5140	Definitions and special rules
4947	5142	Application of taxes to certain nonexempt trusts
4948	5144	Application of taxes and denial of exemption with respect to certain
4951	5145	Taxes on self-dealing
4952	5148	Taxes on taxable expenditures
4953	5150	Tax on excess contributions to black lung benefit trusts
4955	5150	Taxes on political expenditures of section 501(c)(3) organizations
4958	5153	Taxes on excess benefit transactions
4959	5158	Taxes on failures by hospital organizations
4960	5158	Tax on excess tax-exempt organization executive compensation
4961	5161	Abatement of second tier taxes where there is correction
4962	5162	Abatement of first tier taxes in certain cases
4963	5163	Definitions
4965	5165	Excise tax on certain tax-exempt entities entering into prohibited tax
4966	5168	Taxes on taxable distributions
4967	5170	Taxes on prohibited benefits
4968	5171	Excise tax based on investment income of private colleges and universities
4971	5175	Taxes on failure to meet minimum funding standards
4972	5183	Tax on nondeductible contributions to qualified employer plans
4973	5188	Tax on excess contributions to certain tax-favored accounts and annuities
4974	5195	Excise tax on certain accumulations in qualified retirement plans
4975	5197	Tax on prohibited transactions
4976	5225	Taxes with respect to funded welfare benefit plans
4977	5227	Tax on certain fringe benefits provided by an employer
4978	5228	Tax on certain dispositions by employee stock ownership plans and
4979	5232	Tax on certain excess contributions
4979A	5234	Tax on certain prohibited allocations of qualified securities
4980	5237	Tax on reversion of qualified plan assets to employer
4980B	5244	Failure to satisfy continuation coverage requirements of group health
4980C	5262	Requirements for issuers of qualified long-term care insurance contracts
4980D	5263	Failure to meet certain group health plan requirements
4980E	5267	Failure of employer to make comparable Archer MSA contributions
4980F	5268	Failure of applicable plans reducing benefit accruals to satisfy notice
4980G	5271	Failure of employer to make comparable health savings account
4980H	5272	Shared responsibility for employers regarding health coverage
4981	5277	Excise tax on undistributed income of real estate investment trusts
4982	5279	Excise tax on undistributed income of regulated investment companies
4985	5284	Stock compensation of insiders in expatriated corporations
4999	5288	Golden parachute payments
5000	5288	Certain group health plans
5000A	5290	Requirement to maintain minimum essential coverage
5000B	5299	Imposition of tax on indoor tanning services
5000C	5300	Imposition of tax on certain foreign procurement
5000D	5301	Designated drugs during noncompliance periods
5001	5305	Imposition, rate, and attachment of tax
5002	5315	Definitions
5003	5318	Cross references to exemptions, etc.
5004	5319	Lien for tax
5005	5320	Persons liable for tax
5006	5323	Determination of tax
5007	5325	Collection of tax on distilled spirits
5008	5326	Abatement, remission, refund, and allowance for loss or destruction of
5010	5330	Credit for wine content and for flavors content
5011	5332	Income tax credit for average cost of carrying excise tax
5041	5335	Imposition and rate of tax
5042	5342	Exemption from tax
5043	5343	Collection of taxes on wines
5044	5344	Refund of tax on wine
5045	5345	Cross references
5051	5346	Imposition and rate of tax
5052	5351	Definitions
5053	5352	Exemptions
5054	5354	Determination and collection of tax on beer
5055	5356	Drawback of tax
5056	5356	Refund and credit of tax, or relief from liability
5061	5358	Method of collecting tax
5062	5364	Refund and drawback in case of exportation
5064	5366	Losses resulting from disaster, vandalism, or malicious mischief
5065	5369	Territorial extent of law
5066	5369	Distilled spirits for use of foreign embassies, legations, etc.
5067	5371	Reduced rates not allowed for smuggled or illegally produced beer, wine,
5068	5371	Cross reference
5101	5373	Notice of manufacture of still; notice of set up of still
5102	5374	Definition of manufacturer of stills
5111	5375	Eligibility
5112	5377	Registration and regulation
5113	5377	Investigation of claims
5114	5378	Drawback
5121	5380	Recordkeeping by wholesale dealers
5122	5382	Recordkeeping by retail dealers
5123	5383	Preservation and inspection of records, and entry of premises for
5124	5384	Registration by dealers
5131	5385	Packaging distilled spirits for industrial uses
5132	5386	Prohibited purchases by dealers
5171	5388	Establishment
5172	5390	Application
5173	5391	Bonds
5175	5394	Export bonds
5176	5395	New or renewed bonds
5177	5396	Other provisions relating to bonds
5178	5397	Premises of distilled spirits plants
5179	5399	Registration of stills
5180	5400	Signs
5181	5401	Distilled spirits for fuel use
5182	5403	Cross references
5201	5404	Regulation of operations
5202	5406	Supervision of operations
5203	5406	Entry and examination of premises
5204	5408	Gauging
5206	5409	Containers
5207	5410	Records and reports
5211	5413	Production and entry of distilled spirits
5212	5414	Transfer of distilled spirits between bonded premises
5213	5415	Withdrawal of distilled spirits from bonded premises on determination of
5214	5415	Withdrawal of distilled spirits from bonded premises free of tax or
5215	5418	Return of tax determined distilled spirits to bonded premises
5216	5420	Regulation of operations
5221	5421	Commencement, suspension, and resumption of operations
5222	5421	Production, receipt, removal, and use of distilling materials
5223	5423	Redistillation of spirits, articles, and residues
5231	5425	Entry for deposit
5232	5425	Imported distilled spirits
5235	5427	Bottling of alcohol for industrial purposes
5236	5428	Discontinuance of storage facilities and transfer of distilled spirits
5241	5429	Authority to denature
5242	5429	Denaturing materials
5243	5430	Sale of abandoned spirits for denaturation without collection of tax
5244	5430	Cross references
5271	5431	Permits
5272	5433	Bonds
5273	5434	Sale, use, and recovery of denatured distilled spirits
5274	5435	Applicability of other laws
5275	5436	Records and reports
5291	5437	General
5301	5438	General
5311	5441	Detention of containers
5312	5441	Production and use of distilled spirits for experimental research
5313	5442	Withdrawal of distilled spirits from customs custody free of tax for use of
5314	5442	Special applicability of certain provisions
5351	5446	Bonded wine cellar
5352	5447	Taxpaid wine bottling house
5353	5447	Bonded wine warehouse
5354	5447	Bond
5355	5448	General provisions relating to bonds
5356	5448	Application
5357	5449	Premises
5361	5450	Bonded wine cellar operations
5362	5450	Removals of wine from bonded wine cellars
5363	5453	Taxpaid wine bottling house operations
5364	5453	Wine imported in bulk
5365	5454	Segregation of operations
5366	5454	Supervision
5367	5455	Records
5368	5455	Gauging and marking
5369	5456	Inventories
5370	5456	Losses
5371	5457	Insurance coverage, etc.
5372	5457	Sampling
5373	5457	Wine spirits
5381	5459	Natural wine
5382	5460	Cellar treatment of natural wine
5383	5462	Amelioration and sweetening limitations for natural grape wines
5384	5463	Amelioration and sweetening limitations for natural fruit and berry wines
5385	5465	Specially sweetened natural wines
5386	5466	Special natural wines
5387	5466	Agricultural wines
5388	5467	Designation of wines
5391	5469	Exemption from distilled spirits taxes
5392	5470	Definitions
5401	5471	Qualifying documents
5402	5472	Definitions
5403	5473	Cross references
5411	5474	Use of brewery
5412	5475	Removal of beer in containers or by pipeline
5413	5475	Brewers procuring beer from other brewers
5414	5476	Transfer of beer between bonded facilities
5415	5477	Records and returns
5416	5477	Definitions of package and packaging
5417	5478	Pilot brewing plants
5418	5478	Beer imported in bulk
5501	5479	Establishment
5502	5479	Qualification
5503	5480	Construction and equipment
5504	5480	Operation
5505	5481	Applicability of provisions of this chapter
5511	5482	Establishment and operation
5512	5483	Control of products after manufacture
5551	5485	General provisions relating to bonds
5552	5486	Installation of meters, tanks, and other apparatus
5553	5487	Supervision of premises and operations
5554	5487	Pilot operations
5555	5487	Records, statements, and returns
5556	5489	Regulations
5557	5489	Officers and agents authorized to investigate, issue search warrants, and
5558	5490	Authority of enforcement officers
5559	5490	Determinations
5560	5491	Other provisions applicable
5561	5491	Exemptions to meet the requirements of the national defense
5562	5491	Exemptions from certain requirements in cases of disaster
5601	5493	Criminal penalties
5602	5496	Penalty for tax fraud by distiller
5603	5496	Penalty relating to records, returns, and reports
5604	5497	Penalties relating to marks, brands, and containers
5605	5499	Penalty relating to return of materials used in the manufacture of distilled
5606	5499	Penalty relating to containers of distilled spirits
5607	5500	Penalty and forfeiture for unlawful use, recovery, or concealment of
5608	5500	Penalty and forfeiture for fraudulent claims for export drawback or
5609	5501	Destruction of unregistered stills, distilling apparatus, equipment, and
5610	5502	Disposal of forfeited equipment and material for distilling
5611	5502	Release of distillery before judgment
5612	5503	Forfeiture of taxpaid distilled spirits remaining on bonded premises
5613	5503	Forfeiture of distilled spirits not closed, marked, or branded as required
5614	5504	Burden of proof in cases of seizure of spirits
5615	5505	Property subject to forfeiture
5661	5509	Penalty and forfeiture for violation of laws and regulations relating to
5662	5509	Penalty for alteration of wine labels
5663	5510	Cross reference
5671	5511	Penalty and forfeiture for evasion of beer tax and fraudulent
5672	5511	Penalty for failure of brewer to comply with requirements and to keep
5673	5512	Forfeiture for flagrant and willful removal of beer without taxpayment
5674	5512	Penalty for unlawful production or removal of beer
5675	5513	Penalty for intentional removal or defacement of brewer's marks and
5681	5514	Penalty relating to signs
5682	5515	Penalty for breaking locks or gaining access
5683	5516	Penalty and forfeiture for removal of liquors under improper brands
5684	5516	Penalties relating to the payment and collection of liquor taxes
5685	5517	Penalty and forfeiture relating to possession of devices for emitting gas,
5686	5518	Penalty for having, possessing, or using liquor or property intended to be
5687	5519	Penalty for offenses not specifically covered
5688	5519	Disposition and release of seized property
5690	5521	Definition of the term "person"
5701	5523	Rate of tax
5702	5531	Definitions
5703	5536	Liability for tax and method of payment
5704	5540	Exemption from tax
5705	5543	Credit, refund, or allowance of tax
5706	5544	Drawback of tax
5708	5544	Losses caused by disaster
5711	5546	Bond
5712	5547	Application for permit
5713	5548	Permit
5721	5550	Inventories
5722	5551	Reports
5723	5552	Packages, marks, labels, and notices
5731	5553	Imposition and rate of tax
5732	5554	Payment of tax
5733	5555	Provisions relating to liability for occupational taxes
5734	5557	Application of State laws
5741	5557	Records to be maintained
5751	5559	Purchase, receipt, possession, or sale of tobacco products and cigarette
5752	5560	Restrictions relating to marks, labels, notices, and packages
5753	5560	Disposal of forfeited, condemned, and abandoned tobacco products, and
5754	5561	Restriction on importation of previously exported tobacco products
5761	5562	Civil penalties
5762	5566	Criminal penalties
5763	5567	Forfeitures
5801	5569	Imposition of tax
5802	5571	Registration of importers, manufacturers, and dealers
5811	5572	Transfer tax
5812	5572	Transfers
5821	5573	Making tax
5822	5574	Making
5841	5575	Registration of firearms
5842	5576	Identification of firearms
5843	5577	Records and returns
5844	5577	Importation
5845	5578	Definitions
5846	5580	Other laws applicable
5847	5580	Effect on other laws
5848	5581	Restrictive use of information
5849	5581	Citation of chapter
5851	5582	Special (occupational) tax exemption
5852	5583	General transfer and making tax exemption
5853	5583	Transfer and making tax exemption available to certain governmental
5854	5584	Exportation of firearms exempt from transfer tax
5861	5585	Prohibited acts
5871	5586	Penalties
5872	5587	Forfeitures
5881	5587	Greenmail
5891	5589	Structured settlement factoring transactions
6001	5593	Notice or regulations requiring records, statements, and special returns
6011	5594	General requirement of return, statement, or list
6012	5602	Persons required to make returns of income
6013	5609	Joint returns of income tax by husband and wife
6014	5618	Income tax return—tax not computed by taxpayer
6015	5620	Relief from joint and several liability on joint return
6017	5627	Self-employment tax returns
6018	5628	Estate tax returns
6019	5630	Gift tax returns
6020	5632	Returns prepared for or executed by Secretary
6021	5632	Listing by Secretary of taxable objects owned by nonresidents of internal
6031	5635	Return of partnership income
6032	5639	Returns of banks with respect to common trust funds
6033	5639	Returns by exempt organizations
6034	5650	Returns by certain trusts
6034A	5652	Information to beneficiaries of estates and trusts
6035	5654	Basis information to persons acquiring property from decedent
6036	5655	Notice of qualification as executor or receiver
6037	5655	Return of S corporation
6038	5657	Information reporting with respect to certain foreign corporations and
6038A	5663	Information with respect to certain foreign-owned corporations
6038B	5669	Notice of certain transfers to foreign persons
6038C	5671	Information with respect to foreign corporations engaged in U.S.
6038D	5672	Information with respect to foreign financial assets
6038E	5674	Information with respect to assignment of lower rates or refunds by
6039	5674	Returns required in connection with certain options
6039C	5677	Returns with respect to foreign persons holding direct investments in
6039D	5679	Returns and records with respect to certain fringe benefit plans
6039E	5681	Information concerning resident status
6039F	5682	Notice of large gifts received from foreign persons
6039G	5683	Information on individuals losing United States citizenship
6039H	5686	Information with respect to Alaska Native Settlement Trusts and Native
6039I	5687	Returns and records with respect to employer-owned life insurance
6039J	5688	Information reporting with respect to Commodity Credit Corporation
6039K	5689	Returns with respect to qualified opportunity funds and qualified rural
6039L	5692	Information required from qualified opportunity zone businesses and
6040	5693	Cross references
6041	5696	Information at source
6041A	5700	Returns regarding payments of remuneration for services and direct
6042	5703	Returns regarding payments of dividends and corporate earnings and
6043	5705	Liquidating, etc., transactions
6043A	5707	Returns relating to taxable mergers and acquisitions
6044	5708	Returns regarding payments of patronage dividends
6045	5711	Returns of brokers
6045A	5718	Information required in connection with transfers of covered securities
6045B	5719	Returns relating to actions affecting basis of specified securities
6046	5720	Returns as to organization or reorganization of foreign corporations and
6046A	5723	Returns as to interests in foreign partnerships
6047	5724	Information relating to certain trusts and annuity plans
6048	5728	Information with respect to certain foreign trusts
6049	5731	Returns regarding payments of interest
6050A	5740	Reporting requirements of certain fishing boat operators
6050AA	5778	Returns relating to applicable passenger vehicle loan interest received
6050B	5741	Returns relating to unemployment compensation
6050D	5743	Returns relating to energy grants and financing
6050E	5743	State and local income tax refunds
6050F	5744	Returns relating to social security benefits
6050G	5746	Returns relating to certain railroad retirement benefits
6050H	5747	Returns relating to mortgage interest received in trade or business from
6050I	5750	Returns relating to cash received in trade or business, etc.
6050J	5754	Returns relating to foreclosures and abandonments of security
6050K	5755	Returns relating to exchanges of certain partnership interests
6050L	5757	Returns relating to certain donated property
6050M	5758	Returns relating to persons receiving contracts from Federal executive
6050N	5760	Returns regarding payments of royalties
6050P	5761	Returns relating to the cancellation of indebtedness by certain entities
6050Q	5762	Certain long-term care benefits
6050R	5763	Returns relating to certain purchases of fish
6050S	5764	Returns relating to higher education tuition and related expenses
6050T	5768	Returns relating to credit for health insurance costs of eligible
6050U	5769	Charges or payments for qualified long-term care insurance contracts
6050V	5769	Returns relating to applicable insurance contracts in which certain
6050W	5771	Returns relating to payments made in settlement of payment card and
6050X	5774	Information with respect to certain fines, penalties, and other amounts
6050Y	5775	Returns relating to certain life insurance contract transactions
6050Z	5777	Reports relating to long-term care premium statements
6051	5779	Receipts for employees
6052	5787	Returns regarding payment of wages in the form of group-term life
6053	5788	Reporting of tips
6055	5791	Reporting of health insurance coverage
6056	5793	Certain employers required to report on health insurance coverage
6057	5797	Annual registration, etc.
6058	5799	Information required in connection with certain plans of deferred
6059	5803	Periodic report of actuary
6060	5804	Information returns of tax return preparers
6061	5806	Signing of returns and other documents
6062	5807	Signing of corporation returns
6063	5807	Signing of partnership returns
6064	5807	Signature presumed authentic
6065	5807	Verification of returns
6071	5808	Time for filing returns and other documents
6072	5809	Time for filing income tax returns
6075	5812	Time for filing estate and gift tax returns
6081	5814	Extension of time for filing returns
6091	5816	Place for filing returns or other documents
6096	5820	Designation by individuals
6101	5824	Period covered by returns or other documents
6102	5824	Computations on returns or other documents
6103	5825	Confidentiality and disclosure of returns and return information
6104	5898	Publicity of information required from certain exempt organizations and
6105	5907	Confidentiality of information arising under treaty obligations
6107	5909	Tax return preparer must furnish copy of return to taxpayer and must
6108	5910	Statistical publications and studies
6109	5911	Identifying numbers
6110	5919	Public inspection of written determinations
6111	5929	Disclosure of reportable transactions
6112	5931	Material advisors of reportable transactions must keep lists of advisees,
6113	5932	Disclosure of nondeductibility of contributions
6114	5933	Treaty-based return positions
6115	5934	Disclosure related to quid pro quo contributions
6116	5935	Requirement for prisons located in United States to provide information
6117	5935	Cross reference
6151	5936	Time and place for paying tax shown on returns
6155	5939	Payment on notice and demand
6157	5940	Payment of Federal unemployment tax on quarterly or other time period
6159	5943	Agreements for payment of tax liability in installments
6161	5946	Extension of time for paying tax
6163	5949	Extension of time for payment of estate tax on value of reversionary or
6164	5951	Extension of time for payment of taxes by corporations expecting
6165	5953	Bonds where time to pay tax or deficiency has been extended
6166	5953	Extension of time for payment of estate tax where estate consists largely of
6167	5964	Extension of time for payment of tax attributable to recovery of foreign
6201	5967	Assessment authority
6202	5971	Establishment by regulations of mode or time of assessment
6203	5971	Method of assessment
6204	5971	Supplemental assessments
6205	5972	Special rules applicable to certain employment taxes
6206	5973	Special rules applicable to excessive claims under certain sections
6207	5975	Cross references
6211	5976	Definition of a deficiency
6212	5981	Notice of deficiency
6213	5985	Restrictions applicable to deficiencies; petition to Tax Court
6214	5997	Determinations by Tax Court
6215	6000	Assessment of deficiency found by Tax Court
6216	6001	Cross references
6221	6002	Determination at partnership level
6222	6003	Partner's return must be consistent with partnership return
6223	6004	Partners bound by actions of partnership
6225	6005	Partnership adjustment by Secretary
6226	6010	Alternative to payment of imputed underpayment by partnership
6227	6013	Administrative adjustment request by partnership
6231	6014	Notice of proceedings and adjustment
6232	6016	Assessment, collection, and payment
6233	6018	Interest and penalties
6234	6019	Judicial review of partnership adjustment
6235	6021	Period of limitations on making adjustments
6241	6023	Definitions and special rules
6301	6027	Collection authority
6302	6028	Mode or time of collection
6303	6034	Notice and demand for tax
6304	6035	Fair tax collection practices
6305	6036	Collection of certain liability
6306	6037	Qualified tax collection contracts
6307	6041	Special compliance personnel program account
6311	6043	Payment of tax by commercially acceptable means
6313	6046	Fractional parts of a cent
6314	6046	Receipt for taxes
6315	6047	Payments of estimated income tax
6316	6047	Payment by foreign currency
6317	6047	Payments of Federal unemployment tax for calendar quarter
6320	6048	Notice and opportunity for hearing upon filing of notice of lien
6321	6050	Lien for taxes
6322	6051	Period of lien
6323	6051	Validity and priority against certain persons
6324	6061	Special liens for estate and gift taxes
6324A	6063	Special lien for estate tax deferred under section 6166
6324B	6066	Special lien for additional estate tax attributable to farm, etc., valuation
6325	6067	Release of lien or discharge of property
6326	6071	Administrative appeal of liens
6327	6071	Cross references
6330	6073	Notice and opportunity for hearing before levy
6331	6078	Levy and distraint
6332	6084	Surrender of property subject to levy
