# IRC section -> PDF page -> title | Source: IRC PDF, Release Point 119-102 (Aug 2026), 7,171 pages | Regenerate: pdftotext + regex ^§(sec)\. per page
6333	6087	Production of books
6334	6087	Property exempt from levy
6335	6094	Sale of seized property
6336	6097	Sale of perishable goods
6337	6098	Redemption of property
6338	6099	Certificate of sale; deed of real property
6339	6099	Legal effect of certificate of sale of personal property and deed of real
6340	6101	Records of sale
6341	6102	Expense of levy and sale
6342	6102	Application of proceeds of levy
6343	6103	Authority to release levy and return property
6344	6106	Cross references
6401	6108	Amounts treated as overpayments
6402	6111	Authority to make credits or refunds
6403	6121	Overpayment of installment
6404	6121	Abatements
6405	6127	Reports of refunds and credits
6406	6129	Prohibition of administrative review of decisions
6407	6130	Date of allowance of refund or credit
6408	6130	State escheat laws not to apply
6409	6130	Refunds disregarded in the administration of Federal programs and
6411	6133	Tentative carryback and refund adjustments
6412	6138	Floor stocks refunds
6413	6143	Special rules applicable to certain employment taxes
6414	6150	Income tax withheld
6415	6150	Credits or refunds to persons who collected certain taxes
6416	6151	Certain taxes on sales and services
6417	6165	Elective payment of applicable credits
6418	6171	Transfer of certain credits
6419	6175	Excise tax on wagering
6420	6175	Gasoline used on farms
6421	6180	Gasoline used for certain nonhighway purposes, used by local transit
6422	6190	Cross references
6423	6192	Conditions to allowance in the case of alcohol and tobacco taxes
6425	6194	Adjustment of overpayment of estimated income tax by corporation
6426	6196	Credit for alcohol fuel, biodiesel, and alternative fuel mixtures
6427	6207	Fuels not used for taxable purposes
6428	6231	2020 recovery rebates for individuals
6428A	6237	Additional 2020 recovery rebates for individuals
6428B	6245	2021 recovery rebates to individuals
6430	6250	Treatment of tax imposed at Leaking Underground Storage Tank Trust
6432	6251	Continuation coverage premium assistance
6433	6254	Saver's Match
6434	6260	Trump accounts contribution pilot program
6435	6261	Dyed fuel
6501	6262	Limitations on assessment and collection
6502	6280	Collection after assessment
6503	6281	Suspension of running of period of limitation
6504	6290	Cross references
6511	6293	Limitations on credit or refund
6512	6304	Limitations in case of petition to Tax Court
6513	6308	Time return deemed filed and tax considered paid
6514	6310	Credits or refunds after period of limitation
6515	6310	Cross references
6521	6312	Mitigation of effect of limitation in case of related taxes under different
6531	6312	Periods of limitation on criminal prosecutions
6532	6314	Periods of limitation on suits
6533	6315	Cross references
6601	6316	Interest on underpayment, nonpayment, or extensions of time for
6602	6326	Interest on erroneous refund recoverable by suit
6603	6326	Deposits made to suspend running of interest on potential underpayments,
6611	6328	Interest on overpayments
6612	6334	Cross references
6621	6335	Determination of rate of interest
6622	6340	Interest compounded daily
6631	6340	Notice requirements
6651	6342	Failure to file tax return or to pay tax
6652	6348	Failure to file certain information returns, registration statements, etc.
6653	6363	Failure to pay stamp tax
6654	6366	Failure by individual to pay estimated income tax
6655	6380	Failure by corporation to pay estimated income tax
6656	6397	Failure to make deposit of taxes
6657	6400	Bad checks
6658	6400	Coordination with title 11
6659	6401	Improper claim for Trump account contribution pilot program credit
6662	6402	Imposition of accuracy-related penalty on underpayments
6662A	6412	Imposition of accuracy-related penalty on understatements with respect
6663	6414	Imposition of fraud penalty
6664	6415	Definitions and special rules
6665	6418	Applicable rules
6671	6423	Rules for application of assessable penalties
6672	6423	Failure to collect and pay over tax, or attempt to evade or defeat tax
6673	6426	Sanctions and costs awarded by courts
6674	6428	Fraudulent statement or failure to furnish statement to employee
6675	6428	Excessive claims with respect to the use of certain fuels
6676	6430	Erroneous claim for refund or credit
6677	6431	Failure to file information with respect to certain foreign trusts
6679	6433	Failure to file returns, etc., with respect to foreign corporations or foreign
6682	6435	False information with respect to withholding
6684	6437	Assessable penalties with respect to liability for tax under chapter 42
6685	6437	Assessable penalty with respect to public inspection requirements for
6686	6438	Failure to file returns or supply information by DISC or former FSC
6688	6439	Assessable penalties with respect to information required to be furnished
6689	6440	Failure to file notice of redetermination of foreign tax
6690	6440	Fraudulent statement or failure to furnish statement to plan participant
6692	6441	Failure to file actuarial report
6693	6441	Failure to provide reports on certain tax-favored accounts or annuities;
6694	6445	Understatement of taxpayer's liability by tax return preparer
6695	6448	Other assessable penalties with respect to the preparation of tax returns
6695A	6452	Substantial and gross valuation misstatements attributable to incorrect
6695B	6451	Penalty for substantial misstatements on certification provided by
6696	6453	Rules applicable with respect to sections 6694, 6695, 6695A, and 6695B
6698	6455	Failure to file partnership return
6699	6457	Failure to file S corporation return
6700	6459	Promoting abusive tax shelters, etc.
6701	6461	Penalties for aiding and abetting understatement of tax liability
6702	6462	Frivolous tax submissions
6703	6464	Rules applicable to penalties under sections 6700, 6701, and 6702
6704	6465	Failure to keep records necessary to meet reporting requirements under
6705	6466	Failure by broker to provide notice to payors
6706	6467	Original issue discount information requirements
6707	6467	Failure to furnish information regarding reportable transactions
6707A	6469	Penalty for failure to include reportable transaction information with
6708	6471	Failure to maintain lists of advisees with respect to reportable
6709	6472	Penalties with respect to mortgage credit certificates
6710	6473	Failure to disclose that contributions are nondeductible
6711	6473	Failure by tax-exempt organization to disclose that certain information or
6712	6474	Failure to disclose treaty-based return positions
6713	6475	Disclosure or use of information by preparers of returns
6714	6476	Failure to meet disclosure requirements applicable to quid pro quo
6715	6476	Dyed fuel sold for use or used in taxable use, etc.
6715A	6478	Tampering with or failing to maintain security requirements for
6717	6479	Refusal of entry
6718	6479	Failure to display tax registration on vessels
6719	6480	Failure to register or reregister
6720	6481	Fraudulent acknowledgments with respect to donations of motor vehicles,
6720A	6481	Penalty with respect to certain adulterated fuels
6720B	6482	Fraudulent identification of exempt use property
6720C	6482	Penalty for failure to notify health plan of cessation of eligibility for
6721	6483	Failure to file correct information returns
6722	6488	Failure to furnish correct payee statements
6723	6492	Failure to comply with other information reporting requirements
6724	6492	Waiver; definitions and special rules
6725	6506	Failure to report information under section 4101
6726	6506	Failure to comply with information reporting requirements relating to
6751	6507	Procedural requirements
6801	6509	Authority for establishment, alteration, and distribution
6802	6509	Supply and distribution
6803	6510	Accounting and safeguarding
6804	6510	Attachment and cancellation
6805	6511	Redemption of stamps
6806	6512	Occupational tax stamps
6807	6512	Stamping, marking, and branding seized goods
6808	6512	Special provisions relating to stamps
6851	6514	Termination assessments of income tax
6852	6516	Termination assessments in case of flagrant political expenditures of
6861	6517	Jeopardy assessments of income, estate, gift, and certain excise taxes
6862	6519	Jeopardy assessment of taxes other than income, estate, gift, and certain
6863	6520	Stay of collection of jeopardy assessments
6864	6522	Termination of extended period for payment in case of carryback
6867	6522	Presumptions where owner of large amount of cash is not identified
6871	6524	Claims for income, estate, gift, and certain excise taxes in receivership
6872	6525	Suspension of period on assessment
6873	6526	Unpaid claims
6901	6526	Transferred assets
6902	6529	Provisions of special application to transferees
6903	6529	Notice of fiduciary relationship
6904	6529	Prohibition of injunctions
6905	6530	Discharge of executor from personal liability for decedent's income and
7001	6531	Collection of foreign items
7011	6531	Registration—persons paying a special tax
7012	6531	Cross references
7101	6533	Form of bonds
7102	6533	Single bond in lieu of multiple bonds
7103	6533	Cross references—Other provisions for bonds
7121	6535	Closing agreements
7122	6536	Compromises
7123	6539	Appeals dispute resolution procedures
7124	6540	Cross references
7201	6541	Attempt to evade or defeat tax
7202	6542	Willful failure to collect or pay over tax
7203	6542	Willful failure to file return, supply information, or pay tax
7204	6543	Fraudulent statement or failure to make statement to employees
7205	6543	Fraudulent withholding exemption certificate or failure to supply
7206	6545	Fraud and false statements
7207	6546	Fraudulent returns, statements, or other documents
7208	6547	Offenses relating to stamps
7209	6548	Unauthorized use or sale of stamps
7210	6548	Failure to obey summons
7211	6550	False statements to purchasers or lessees relating to tax
7212	6550	Attempts to interfere with administration of internal revenue laws
7213	6550	Unauthorized disclosure of information
7213A	6555	Unauthorized inspection of returns or return information
7214	6556	Offenses by officers and employees of the United States
7215	6557	Offenses with respect to collected taxes
7216	6558	Disclosure or use of information by preparers of returns
7217	6559	Prohibition on executive branch influence over taxpayer audits and other
7231	6561	Failure to obtain license for collection of foreign items
7232	6561	Failure to register or reregister under section 4101, false representations
7261	6565	Representation that retailers' excise tax is excluded from price of article
7262	6565	Violation of occupational tax laws relating to wagering—failure to pay
7268	6566	Possession with intent to sell in fraud of law or to evade tax
7269	6566	Failure to produce records
7270	6567	Insurance policies
7271	6567	Penalties for offenses relating to stamps
7272	6568	Penalty for failure to register or reregister
7273	6569	Penalties for offenses relating to special taxes
7275	6570	Penalty for offenses relating to certain airline tickets and advertising
7301	6572	Property subject to tax
7302	6572	Property used in violation of internal revenue laws
7303	6573	Other property subject to forfeiture
7304	6574	Penalty for fraudulently claiming drawback
7321	6575	Authority to seize property subject to forfeiture
7322	6575	Delivery of seized personal property to United States marshal
7323	6575	Judicial action to enforce forfeiture
7324	6575	Special disposition of perishable goods
7325	6577	Personal property valued at $100,000 or less
7327	6578	Customs laws applicable
7328	6578	Cross references
7341	6579	Penalty for sales to evade tax
7342	6579	Penalty for refusal to permit entry or examination
7343	6579	Definition of term "person"
7344	6580	Extended application of penalties relating to officers of the Treasury
7345	6580	Revocation or denial of passport in case of certain tax delinquencies
7401	6583	Authorization
7402	6583	Jurisdiction of district courts
7403	6584	Action to enforce lien or to subject property to payment of tax
7404	6585	Authority to bring civil action for estate taxes
7405	6586	Action for recovery of erroneous refunds
7406	6586	Disposition of judgments and moneys recovered
7407	6586	Action to enjoin tax return preparers
7408	6587	Actions to enjoin specified conduct related to tax shelters and reportable
7409	6589	Action to enjoin flagrant political expenditures of section 501(c)(3)
7410	6590	Cross references
7421	6591	Prohibition of suits to restrain assessment or collection
7422	6592	Civil actions for refund
7423	6598	Repayments to officers or employees
7424	6598	Intervention
7425	6599	Discharge of liens
7426	6601	Civil actions by persons other than taxpayers
7427	6604	Tax return preparers
7428	6605	Declaratory judgments relating to status and classification of
7429	6608	Review of jeopardy levy or assessment procedures
7430	6611	Awarding of costs and certain fees
7431	6619	Civil damages for unauthorized inspection or disclosure of returns and
7432	6621	Civil damages for failure to release lien
7433	6622	Civil damages for certain unauthorized collection actions
7433A	6624	Civil damages for certain unauthorized collection actions by persons
7434	6625	Civil damages for fraudulent filing of information returns
7435	6626	Civil damages for unauthorized enticement of information disclosure
7436	6627	Proceedings for determination of employment status
7437	6628	Cross references
7441	6630	Status
7442	6631	Jurisdiction
7443	6632	Membership
7443A	6634	Special trial judges
7444	6636	Organization
7445	6637	Offices
7446	6637	Times and places of sessions
7447	6637	Retirement
7447A	6645	Retirement for special trial judges
7448	6647	Annuities to surviving spouses and dependent children of judges and
7451	6660	Petitions
7452	6661	Representation of parties
7453	6662	Rules of practice, procedure, and evidence
7454	6663	Burden of proof in fraud, foundation manager, and transferee cases
7455	6664	Service of process
7456	6665	Administration of oaths and procurement of testimony
7457	6668	Witness fees
7458	6668	Hearings
7459	6669	Reports and decisions
7460	6670	Provisions of special application to divisions
7461	6671	Publicity of proceedings
7462	6671	Publication of reports
7463	6672	Disputes involving $50,000 or less
7464	6675	Intervention by trustee of debtor's estate
7465	6675	Provisions of special application to transferees
7466	6675	Judicial conduct and disability procedures
7470	6676	Administration
7470A	6676	Judicial conference
7471	6677	Employees
7472	6679	Expenditures
7473	6680	Disposition of fees
7474	6681	Fee for transcript of record
7475	6681	Practice fee
7476	6682	Declaratory judgments relating to qualification of certain retirement
7477	6684	Declaratory judgments relating to value of certain gifts
7478	6685	Declaratory judgments relating to status of certain governmental
7479	6686	Declaratory judgments relating to eligibility of estate with respect to
7481	6687	Date when Tax Court decision becomes final
7482	6690	Courts of review
7483	6695	Notice of appeal
7484	6695	Change of incumbent in office
7485	6696	Bond to stay assessment and collection
7486	6697	Refund, credit, or abatement of amounts disallowed
7487	6697	Cross references
7491	6698	Burden of proof
7501	6701	Liability for taxes withheld or collected
7502	6701	Timely mailing treated as timely filing and paying
7503	6704	Time for performance of acts where last day falls on Saturday, Sunday, or
7504	6705	Fractional parts of a dollar
7505	6705	Sale of personal property acquired by the United States
7506	6706	Administration of real estate acquired by the United States
7507	6707	Exemption of insolvent banks from tax
7508	6708	Time for performing certain acts postponed by reason of service in
7508A	6712	Authority to postpone certain deadlines by reason of Federally declared
7509	6718	Expenditures incurred by the United States Postal Service
7510	6718	Exemption from tax of domestic goods purchased for the United States
7512	6719	Separate accounting for certain collected taxes, etc.
7513	6720	Reproduction of returns and other documents
7514	6721	Authority to prescribe or modify seals
7516	6722	Supplying training and training aids on request
7517	6722	Furnishing on request of statement explaining estate or gift valuation
7518	6723	Tax incentives relating to merchant marine capital construction funds
7519	6730	Required payments for entities electing not to have required taxable year
7520	6734	Valuation tables
7521	6735	Procedures involving taxpayer interviews
7522	6737	Content of tax due, deficiency, and other notices
7523	6737	Graphic presentation of major categories of Federal outlays and income
7524	6739	Annual notice of tax delinquency
7525	6739	Confidentiality privileges relating to taxpayer communications
7526	6740	Low-income taxpayer clinics
7526A	6742	Return preparation programs for applicable taxpayers
7527	6745	Advance payment of credit for health insurance costs of eligible
7527A	6748	Advance payment of child tax credit
7528	6751	Internal Revenue Service user fees
7529	6753	Notification of suspected identity theft
7530	6755	Application of earned income tax credit to possessions of the United States
7601	6758	Canvass of districts for taxable persons and objects
7602	6759	Examination of books and witnesses
7603	6761	Service of summons
7604	6764	Enforcement of summons
7605	6766	Time and place of examination
7606	6768	Entry of premises for examination of taxable objects
7608	6768	Authority of internal revenue enforcement officers
7609	6772	Special procedures for third-party summonses
7610	6779	Fees and costs for witnesses
7611	6781	Restrictions on church tax inquiries and examinations
7612	6786	Special procedures for summonses for computer software
7613	6789	Cross references
7621	6790	Internal revenue districts
7622	6791	Authority to administer oaths and certify
7623	6791	Expenses of detection of underpayments and fraud, etc.
7624	6796	Reimbursement to State and local law enforcement agencies
7651	6797	Administration and collection of taxes in possessions
7652	6799	Shipments to the United States
7653	6808	Shipments from the United States
7654	6809	Coordination of United States and certain possession individual income
7655	6810	Cross references
7701	6812	Definitions
7702	6854	Life insurance contract defined
7702A	6864	Modified endowment contract defined
7702B	6868	Treatment of qualified long-term care insurance
7703	6875	Determination of marital status
7704	6876	Certain publicly traded partnerships treated as corporations
7705	6881	Certified professional employer organizations
7801	6884	Authority of Department of the Treasury
7802	6898	Internal Revenue Service Oversight Board
7803	6904	Commissioner of Internal Revenue; other officials
7804	6915	Other personnel
7805	6921	Rules and regulations
7806	6924	Construction of title
7807	6924	Rules in effect upon enactment of this title
7808	6925	Depositaries for collections
7809	6925	Deposit of collections
7810	6927	Revolving fund for redemption of real property
7811	6928	Taxpayer Assistance Orders
7812	6930	Streamlined critical pay authority for information technology positions
7851	6931	Applicability of revenue laws
7852	6937	Other applicable rules
7871	6938	Indian tribal governments treated as States for certain purposes
7872	6944	Treatment of loans with below-market interest rates
7873	6953	Income derived by Indians from exercise of fishing rights
7874	6954	Rules relating to expatriated entities and their foreign parents
8001	6958	Authorization
8002	6959	Membership
8003	6960	Election of chairman and vice chairman
8004	6960	Appointment and compensation of staff
8005	6960	Payment of expenses
8021	6960	Powers
8022	6962	Duties
8023	6964	Additional powers to obtain data
9001	6966	Short title
9002	6967	Definitions
9003	6969	Condition for eligibility for payments
9004	6971	Entitlement of eligible candidates to payments
9005	6972	Certification by Commission
9006	6973	Payments to eligible candidates
9007	6975	Examinations and audits; repayments
9008	6976	Payments for presidential nominating conventions
9009	6979	Reports to Congress; regulations
9010	6981	Participation by Commission in judicial proceedings
9011	6982	Judicial review
9012	6983	Criminal penalties
9031	6986	Short title
9032	6986	Definitions
9033	6988	Eligibility for payments
9034	6990	Entitlement of eligible candidates to payments
9035	6990	Qualified campaign expense limitations
9036	6991	Certification by Commission
9037	6992	Payments to eligible candidates
9038	6992	Examinations and audits; repayments
9039	6993	Reports to Congress; regulations
9040	6994	Participation by Commission in judicial proceedings
9041	6995	Judicial review
9042	6995	Criminal penalties
9500	6997	Short title
9501	6997	Black Lung Disability Trust Fund
9502	7002	Airport and Airway Trust Fund
9503	7017	Highway Trust Fund
9504	7043	Sport Fish Restoration and Boating Trust Fund
9505	7050	Harbor Maintenance Trust Fund
9506	7051	Inland Waterways Trust Fund
9507	7053	Hazardous Substance Superfund
9508	7056	Leaking Underground Storage Tank Trust Fund
9509	7061	Oil Spill Liability Trust Fund
9510	7066	Vaccine Injury Compensation Trust Fund
9511	7068	Patient-Centered Outcomes Research Trust Fund
9601	7071	Transfer of amounts
9602	7071	Management of Trust Funds
9701	7072	Definitions of general applicability
9702	7075	Establishment of the United Mine Workers of America Combined Benefit
9703	7076	Plan benefits
9704	7078	Liability of assigned operators
9705	7084	Transfers
9706	7086	Assignment of eligible beneficiaries
9707	7089	Failure to pay premium
9708	7091	Effect on pending claims or obligations
9711	7091	Continued obligations of individual employer plans
9712	7093	Establishment and coverage of 1992 UMWA Benefit Plan
9721	7097	Civil enforcement
9722	7098	Sham transactions
9801	7099	Increased portability through limitation on preexisting condition
9802	7107	Prohibiting discrimination against individual participants and
9803	7110	Guaranteed renewability in multiemployer plans and certain multiple
9811	7112	Standards relating to benefits for mothers and newborns
9812	7113	Parity in mental health and substance use disorder benefits
9813	7124	Coverage of dependent students on medically necessary leave of absence
9816	7126	Preventing surprise medical bills
9817	7143	Ending surprise air ambulance bills
9818	7148	Continuity of care
9819	7150	Maintenance of price comparison tool
9820	7150	Protecting patients and improving the accuracy of provider directory
9823	7153	Air ambulance report requirements
9824	7154	Increasing transparency by removing gag clauses on price and quality
9825	7155	Reporting on pharmacy benefits and drug costs
9826	7157	Oversight of entities that provide pharmacy benefit management services
9831	7164	General exceptions
9832	7167	Definitions
9833	7170	Regulations
9834	7171	Enforcement
